Product Name,Short Description,Description,Price
Emails des vêtements de cuir et peau,309 adresses emails des magasins de vêtements de cuir et peaux,"Les 309 adresses e-mails des magasins de vêtements de cuir et peau sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails des vêtements pour femmes,14.919 adresses emails de magasins de vêtements pour femmes,"Les 14.919 adresses e-mails des magasins de vêtements pour femmes sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",140
Emails magasins vêtements hommes,5.477 adresses emails des magasins de vêtements pour hommes,"Les 5.477 adresses e-mails des magasins de vêtements pour hommes sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",70
Adresses emails travaux de soudure,1.129 adresses emails d'entreprises de travaux de soudure,"Les 1.129 adresses e-mails des entreprises de travaux de soudure sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",15
Emails fabricants vis boulons clous,"Base de 528 adresses emails des boulonneries, visseries et clouteries","Les 528 adresses e-mails des boulonneries, visseries et clouteries sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
Emails fabricants grossistes quincaillerie,1.410 adresses emails des fabricants et grossistes quincaillerie,"Les 1.410 adresses e-mails des fabricants et grossistes quincaillerie sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
Emails fabricants composants électroniques,Base de 2.952 adresses emails des fabricants de matériel et composants électroniques,"Les 2.952 adresses e-mails des fabricants de matériel et composants électroniques sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - ACTIVITE - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",35
Base des adresses emails des compresseurs,Base de 668 adresses emails des fabricants de compresseurs,"Les 668 adresses e-mails des fabricants de compresseurs sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
E-mails des constructions métalliques,Base de 2.302 adresses emails des sociétés de constructions métalliques,"Les 2.302 adresses e-mails des sociétés de constructions métalliques sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
Emails de décolletage et tournage,Base de 758 adresses emails des entreprises de décolletage et tournage,"Les 758 adresses e-mails des entreprises de décolletage et tournage sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
E-mails découpage et emboutissage,Base de 1.277 adresses emails des entreprises de découpage et d'emboutissage,"Les 1.277 adresses e-mails des entreprises de découpage et d'emboutissage sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",15
Emails fabricants charpentes métalliques,Base de 952 adresses emails des fabricants de charpentes métalliques,"Les 952 adresses e-mails des fabricants de charpentes métalliques sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",25
Adresses emails des pompes à chaleur,Base de 13.810 adresses emails des fabricants de pompes à chaleur,"Les 13.810 adresses emails des fabricants de pompes à chaleur sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",90
Emails fabricants reparation pompes,Base de 1.417 adresses emails de fabrication et réparation de pompes,"Les 1.417 adresses e-mails de fabrication et réparation de pompes sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Adresses emails de ferronnerie,Base de 3.028 adresses emails des entreprises de ferronnerie et de ferronnerie d'art,"Les 3.028 adresses e-mails des entreprises de ferronnerie et de ferronnerie d'art sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
"Base d'adresses e-mails des forgerons, maréchaux-ferrants, charrons","872 adresses emails des forgerons, maréchaux-ferrants, charrons","Les 872 adresses emails des forgerons, maréchaux-ferrants, charrons sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Adresses emails matériel hydraulique,Base de 1.357 adresses emails des fabricants de matériel hydraulique,"Les 1.357 adresses e-mails des fabricants de matériel hydraulique sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
Emails des entreprises de métallisation,Base de 216 adresses emails des entreprises de métallisation,"Les 216 adresses e-mails des entreprises de métallisation sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Base des adresses emails de métallurgie,Base de 1.396 adresses emails des entreprises de métallurgie,"Les 1.396 adresses e-mails des entreprises de métallurgie sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Adresses e-mails pompes à vide,Base de 69 adresses emails des fabricants de pompes à vide,"Les 69 adresses e-mails des fabricants de pompes à vide sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",15
Emails récupération traitement déchets industriels,Base de 3.420 adresses emails des entreprises de récupération et de traitement des déchets industriels,"Les 3.420 adresses e-mails des entreprises de récupération et de traitement des déchets industriels sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",45
E-mails des fabricants de ressorts,Base de 148 adresses emails des fabricants de ressorts,"Les adresses emails sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails de serrurerie et de metallerie,Base de 7.800 adresses emails des entreprises de serrurerie et de métallerie,"Les 7.800 adresses e-mails des entreprises de serrurerie et de métallerie sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
Emails des traitements des fers et métaux,Base de 2.088 adresses emails des entreprises de récupération et de traitement des fers et des métaux,"Les 2.088 adresses e-mails sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
E-mails mécanique outillage précision,Base de 4.339 adresses emails des entreprises de mecanique et d'outillage de precision,"Les adresses e-mails sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Adresses e-mails électricité industrielle,Base de 4.631 adresses emails des entreprises d'électricité industrielle,"Les 4.631 adresses e-mails des entreprises d'électricité industrielle sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",60
Adresses emails menuiseries métalliques,Base de 4.900 adresses emails des entreprises de menuiserie métallique,"Les 4.900 adresses e-mails des entreprises de menuiserie métallique sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Emails fabricants panneaux bois,487 adresses emails de fabricants de panneaux bois,"Les 487 adresses e-mails des fabricants de panneaux bois (contreplaques, fibres, particules, stratifies) sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails peintures vernis encres et mastics,"4.279 adresses emails de fabricants et grossistes de peintures, vernis, encres et mastics","Les 4.279 adresses e-mails des fabricants et grossistes de peintures, vernis, encres et mastics sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",45
Emails de fabricants de colles,97 adresses emails de fabricants de colles,"Les 97 adresses e-mails des fabricants de colles sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails des fabricants de parquets,791 adresses emails des fabricants de parquets,"Les 791 adresses emails des fabricants de parquets sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails des exploitations de carrières,2.277 adresses emails des exploitations de carrières,"Les 2.277 adresses e-mails des exploitants de carrières sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",25
Emails entreprises sablage grenaillage polissage,1.097 adresses emails des entreprises de sablage grenaillage polissage,"Les 1.097 adresses e-mails des entreprises de sablage grenaillage polissage sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails de sables cailloux granulats,1.850 adresses emails des entreprises de sables cailloux granulats,"Les 1.850 adresses e-mails des entreprises de sables cailloux granulats sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",25
Emails de manutention et de levage,1.838 adresses emails des entreprises de manutention et de levage,"Les 1.838 adresses e-mails des entreprises de manutention et de levage sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
